ID,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,label
1,0.0,0.263764311364403,0.0,0.0,0.0,0.0,0.0,0.22882253768091457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22882253768091457,0.0,0.0,A
2,1.4082146221427638,0.7912929340932089,1.8377173060896528,0.5766970339898828,0.27072691564512197,2.0400736856119064,1.8776194961903518,0.22882253768091457,0.518874347001043,2.675724114641742,1.4538808045315794,2.09350736250542,1.2436841634369582,1.061054300070092,1.0528238455367482,1.2541933412264474,2.3116486494201336,0.22882253768091457,0.0,0.525794769130834,A
3,0.7041073110713819,0.263764311364403,2.756575959134479,1.441742584974707,2.436542240806098,1.8360663170507159,1.4082146221427638,1.144112688404573,1.037748694002086,0.6689310286604355,1.4538808045315794,0.8972174410737515,0.8291227756246389,0.6366325800420553,1.4739533837514476,1.003354672981158,1.7979489495489929,0.45764507536182913,0.6990568048280401,0.0,A
4,2.5817268072617336,2.110114490915224,1.2251448707264352,0.2883485169949414,0.27072691564512197,0.4080147371223813,0.9388097480951759,0.0,0.7783115205015645,0.6689310286604355,0.9692538696877196,0.0,1.8655262451554375,0.8488434400560737,2.737341998395545,0.7525160047358685,2.8253483492912745,0.6864676130427437,0.0,1.051589538261668,A
5,0.46940487404758796,0.0,0.0,0.0,0.27072691564512197,0.0,0.23470243702379398,0.0,0.0,0.445954019106957,0.0,0.29907248035791717,0.20728069390615972,0.0,0.0,0.501677336490579,0.0,0.0,0.0,0.0,A
6,1.1735121851189698,1.055057245457612,1.531431088408044,0.0,3.519449903386586,1.6320589484895252,1.1735121851189698,2.9746929898518895,0.7783115205015645,0.891908038213914,0.9692538696877196,0.8972174410737515,0.8291227756246389,1.061054300070092,1.2633886146440978,0.501677336490579,0.7705495498067112,0.45764507536182913,1.6311325445987601,0.525794769130834,A
7,0.9388097480951759,0.263764311364403,0.9188586530448264,0.5766970339898828,1.0829076625804879,0.8160294742447626,0.7041073110713819,2.5170479144900604,0.2594371735005215,0.2229770095534785,0.4846269348438598,0.5981449607158343,0.20728069390615972,0.0,1.0528238455367482,0.2508386682452895,0.0,0.22882253768091457,0.23301893494268003,0.0,A
8,0.23470243702379398,0.0,0.3062862176816088,0.5766970339898828,1.0829076625804879,0.20400736856119064,0.23470243702379398,0.0,0.2594371735005215,0.2229770095534785,0.0,0.29907248035791717,0.0,0.0,0.21056476910734964,0.7525160047358685,0.5136996998711408,0.9152901507236583,0.46603786988536006,0.788692153696251,A
9,0.46940487404758796,1.8463501795508208,0.0,0.0,0.0,0.612022105683572,1.6429170591665578,0.6864676130427437,0.2594371735005215,1.5608390668743495,0.4846269348438598,0.5981449607158343,0.0,0.0,0.8422590764293986,0.2508386682452895,0.7705495498067112,0.22882253768091457,0.0,0.788692153696251,A
10,0.0,0.527528622728806,0.6125724353632176,0.0,0.27072691564512197,0.0,0.23470243702379398,0.45764507536182913,0.0,0.0,0.4846269348438598,0.5981449607158343,0.41456138781231944,0.42442172002803685,0.0,0.501677336490579,1.0273993997422817,0.22882253768091457,0.46603786988536006,0.0,A
